0.009302449,0.08561424,0.06935003,0.010790432,0.051153343,0.009710413,0.038766336,0.00871098,0.093009695,0.013919234,0.08767898,0.022706563,0.08063845,0.093815036,0.036764253,0.055127695,-1
0.030235147,0.08005597,0.0011849881,0.081544355,0.017908787,0.024968497,0.031545352,0.05973242,0.030311389,0.01140765,0.07742335,0.038346596,0.031645577,0.035464413,0.020256525,0.05227977,-1
0.053905953,0.06779897,0.09602782,0.09043951,0.051333487,0.01609462,0.06762295,0.034374256,0.026394159,0.061417244,0.08114671,0.0898273,0.053152665,0.05625924,0.001943773,0.09142047,-1
0.010031444,0.072934814,0.034433324,0.028370475,0.023269165,0.013031078,0.07781184,0.06807748,0.09587791,0.006121236,0.0076929387,0.09782242,0.0058144038,0.077292755,0.035138268,0.042449832,-1
0.048009828,0.07567459,0.020401811,0.0791461,0.034738857,0.07156876,0.08298831,0.06715795,0.06976009,0.028568124,0.08405189,0.050005645,0.05624469,0.08380338,0.076285645,0.006465733,-1
0.0645612,0.05789955,0.042638294,0.011925035,0.07164655,0.0140897455,0.033618342,0.087803476,0.032421906,0.0800469,0.07659481,0.029328983,0.06927935,0.087233745,0.065180086,0.0033090413,-1
0.07715028,0.0108760595,0.04609606,0.041528456,0.06846629,0.06304059,0.041306406,0.042420905,0.0991433,0.09481185,0.06888315,0.05568629,0.06857999,0.058340937,0.03411625,0.010091352,-1
0.013894683,0.0117754275,0.037632857,0.053895682,0.081874005,0.08002697,0.0074450374,0.08684852,0.06733032,0.01130768,0.08237906,0.050727315,0.030031914,0.05674822,0.013556123,0.016721081,-1
0.015661985,6.3938496E-4,0.07460767,0.018948156,0.0012749434,0.04842029,0.07904344,0.06694958,0.09965769,0.044035405,0.051385585,0.06058806,0.09738954,0.00732913,0.026888805,0.08944342,-1
0.0710586,0.014431643,0.010246384,0.038127538,0.048180114,0.062366854,0.08681312,0.028102748,0.022329748,0.07519979,0.08854476,0.09630303,0.034622077,0.09881444,0.09186158,0.05840989,-1
0.030013626,0.05981636,0.094604276,0.09887351,0.041384697,0.010090292,0.04558876,0.01610458,0.046662968,0.060278937,0.002221608,0.07666496,0.054412875,0.005012655,0.07126011,0.070293,-1
0.06666079,0.031303942,0.054953672,0.033306893,0.029901499,0.064377785,0.022162383,0.023000283,0.047193136,0.066656545,0.052102335,0.08329772,0.08726541,0.05403464,0.04041609,0.071961746,-1
0.087221615,0.0064049778,0.0044246437,0.0033836425,0.020602798,0.01814077,6.090164E-4,0.05635788,0.054510277,0.08945761,0.054334745,0.06270791,0.080669135,0.09591305,0.064120464,0.016233517,-1
0.0035929442,0.07443282,0.052727133,0.05978555,0.052523453,0.027940728,1.8188954E-4,0.03550171,0.046024553,0.013728035,0.07253896,0.03508091,0.042778205,0.04400717,5.2014587E-4,0.005717993,-1
0.018341906,0.08059546,0.017782414,0.046813045,0.09477856,0.05337071,0.025855398,0.043220732,0.042866115,0.017098969,0.056016702,0.09458695,0.07005635,0.090583734,0.07457669,0.015768785,-1
0.0918115,0.092017375,0.062092114,0.05054583,0.070048735,0.0051831543,0.05659381,0.08646732,0.04612216,0.0320763,0.011487156,0.0109627135,0.02334082,0.021964401,0.08866471,0.062558316,-1
0.087039925,0.017331874,0.0026729642,0.012536973,0.030586164,0.04005469,0.0014240205,0.04456213,0.07061426,0.012096047,0.019677522,0.0671343,0.041778788,0.083630584,0.06288835,0.0072916327,-1
0.013196665,0.03648472,0.06838529,0.056306094,0.038694486,0.064878546,0.07839033,0.008420813,0.059419148,0.07048626,0.033096515,0.092647046,0.009089077,0.07067608,0.02269395,0.012574744,-1
0.013238663,0.022389423,0.0034834086,0.09889724,0.02863568,0.038475156,0.09646943,0.039317902,0.08733592,0.08647601,0.016318798,0.07766783,0.011602486,0.04399827,0.076356925,0.091953166,-1
0.06648952,0.061075114,0.041216202,0.044767022,0.05191719,0.083611585,0.045523748,7.038236E-4,0.086503014,0.09739216,0.015108514,0.077325545,0.052533835,0.09761847,0.049921054,0.018636184,-1
0.001844883,0.0019673407,0.09630567,0.084268816,0.032912105,0.04722046,0.024371212,0.041590437,0.05236793,0.021184467,0.06571011,0.041155297,0.01193881,0.027522052,0.0721683,0.08442265,-1
0.04230729,0.09494265,0.05013198,0.043998413,0.0867659,0.07170894,0.062049635,0.03502086,0.013212788,0.0784197,0.08063447,0.027412022,0.066808686,0.07740898,0.027197229,0.024843644,-1
0.026553392,0.09579741,0.027452761,0.061266962,0.07654258,0.06524842,0.012353754,1.3908147E-4,0.07143909,0.00788539,0.07226854,0.0870191,0.010756243,0.061745327,0.017188275,0.051538024,-1
